name,organization,address,city,state,zip,county,beds,category,type,total_bed_count,total_resident_count,icf_idd,license_number
Anderson Health Services-Ashford,"Anderson Behavioral Health, Inc.",1915 Hasty Rd,Marshville,NC,28103,Union,12,MI,Residential,12,0,FALSE,MHL-090-192
Anderson Health Services-Walfus,"Anderson Behavioral Health, Inc.",PO Box 490,Marshville,NC,28103,Union,12,MI,Residential,12,0,FALSE,MHL-090-193
Anderson Health Services-Simmons,"Anderson Behavioral Health, Inc.",1915 Hasty Rd,Marshville,NC,28103,Union,12,MI,Residential,12,1,FALSE,MHL-090-195
Camden Road Home,InReach,"4300 Park Rd., Ste. 300",Charlotte,NC,28209,Union,7,IID,Residential,7,5,FALSE,MHL-090-200
Stewart Street Home,InReach,"4530 Park Road, Suite 300",Charlotte,NC,28209,Union,5,IID,Residential,5,5,FALSE,MHL-090-201
"Amazing Love, LLC","Amazing Love, LLC",1201 West Crowell Street,Monroe,NC,28112,Union,4,MI,Residential,4,4,FALSE,MHL-090-208
TranscendED Adolescent Residential Treatment Center,"Transformative Life Center, LLC dba Transcend ED",2517 Coltsgate Road,Waxhaw,NC,28173,Union,6,MI,Residential,6,6,FALSE,MHL-090-209
Rabon Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Union,3,MD,Residential,3,2,FALSE,MHL-090-210
Gallego Family Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Union,3,MD,Residential,3,2,FALSE,MHL-090-211
Bruce Norman Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Union,3,MD,Residential,3,1,FALSE,MHL-090-213
Sanford Home,"NewPath Youth Services, Inc.",500 Sanford Street,Monroe,NC,28112,Union,4,MD,Residential,4,4,FALSE,MHL-090-216
James Cottage,"Anderson Behavioral Health, Inc.",1915 Hasty Road,Marshville,NC,28103,Union,12,MI,Residential,12,5,FALSE,MHL-090-217
Lendon Cottage,"Anderson Behavioral Health, Inc.",1915 Hasty Road,Marshville,NC,28103,Union,12,MI,Residential,12,6,FALSE,MHL-090-218
Pena Cottage,"Anderson Behavioral Health, Inc.",1915 Hasty Road,Marshville,NC,28103,Union,12,MI,Residential,12,12,FALSE,MHL-090-219
Opendors,"Opendors, LLC",715 Summit Street,Monroe,NC,28112,Union,4,MD,Residential,4,0,FALSE,MHL-090-221
Romas Home,"Ryan's Place, LLC",9715 Norheast Parkway Ste 100,Matthews,NC,28105,Union,3,MD,Residential,3,2,FALSE,MHL-090-222
Golden Years,Lifes Good Stay Here,1048 Scotch Meadows Loop,Monroe,NC,28110,Union,3,MD,Residential,3,0,FALSE,MHL-090-223
Addiction Recovery Center for Men,"Legacy Human Services, Inc.",PO Box 88,Henderson,NC,27536,Vance,15,SUD,Residential,15,7,FALSE,MHL-091-001
Advantage Care Community Services,"Advantage Care In Home Services, Inc.",PO Box 1258,Henderson,NC,27536,Vance,6,IID,Residential,6,5,FALSE,MHL-091-069
P & W Group Homes,P & W Group LLC,2636 Warrenton Road,Henderson,NC,27537,Vance,5,IID,Residential,5,3,FALSE,MHL-091-075
Peace Home,"United Support Services, Inc.",PO Box 337,Matthews,NC,28106,Vance,3,MI,Residential,3,2,FALSE,MHL-091-085
Esther's Place,"Guardian Angel Healthcare, LLC",P.O. Box 2002,Henderson,NC,27536,Vance,6,IID,Residential,6,6,FALSE,MHL-091-087
House of Blessings II,Americares Health Services LLC,48 Cheatham Lane,Henderson,NC,27537,Vance,6,MI,Residential,6,6,FALSE,MHL-091-107
Alpha Residential Services-Megan,Alpha Residential Services LLC,5842 Farrington Place,Raleigh,NC,27609,Vance,5,MI,Residential,5,5,FALSE,MHL-091-108
Alpha Residential Services-Oakland,"Alpha Residential Services, LLC",5842 Faringdon Place,Raleigh,NC,27609,Vance,6,MI,Residential,6,6,FALSE,MHL-091-109
Ann's Lake House,Crandell's Enterprises Inc.,"5312 Six Forks Road, Suite 301",Raleigh,NC,27609,Vance,3,MI,Residential,3,2,FALSE,MHL-091-112
"Alpha Home Care Services, Inc.","Alpha Home Care Services, Inc.",5842 Faringdon Place Suite 2,Raleigh,NC,27609,Vance,6,MI,Residential,6,6,FALSE,MHL-091-115
Graham Avenue Group Home,"Legacy Human Services, Inc.",PO Box  88,Henderson,NC,27536,Vance,5,IID,Residential,5,5,FALSE,MHL-091-116
Roanoke Avenue Group Home,"Legacy Human Services, Inc.",PO Box 88,Henderson,NC,27536,Vance,5,IID,Residential,5,5,FALSE,MHL-091-117
Vance Adult Group Home,"Legacy Human Services, Inc.",P O Box 88,Henderson,NC,27536,Vance,5,IID,Residential,5,5,FALSE,MHL-091-118
Pioneer Healthcare Inc. #5,"Pioneer HealthCare, Inc.",306 Lumpkin Boulevard,Louisburg,NC,27549,Vance,3,MD,Residential,3,1,FALSE,MHL-091-119
Brightside Homes IV,"Brightside Homes, Inc.",PO Box 14581,Raleigh,NC,27620,Vance,6,MI,Residential,6,5,FALSE,MHL-091-121
Higher Aspiration Behavioral Health Care LLC,"Higher Aspiration Behavioral Heatlh Care, LLC",109 South Elm Street,Creedmoor,NC,27522,Vance,4,MD,Residential,4,2,FALSE,MHL-091-124
Hilltop Home,"Hilltop Home, Inc.",PO Box 46749,Raleigh,NC,27620,Wake,22,IID,Residential,22,21,TRUE,MHL-092-005
Tammy Lynn Center for Developmental Disabilities,"TLC Operations, Inc.",739 Chappell Drive,Raleigh,NC,27606,Wake,30,IID,Residential,30,30,TRUE,MHL-092-011
Dartmouth Road Group Home,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-022
Georgia Court,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-041
Forest Creek Group Home,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-044
Rolling Meadows,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-045
Blanche Drive,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-057
Jade Tree,"Autism Services, Inc.","1310 Corporation Parkway, Suite H",Raleigh,NC,27610,Wake,6,IID,Residential,6,6,TRUE,MHL-092-091
Hickory Avenue Home,VOCA Corporation of North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-097
The Gaynes Home-A Caring Hands Site,"Caring Hands & Supplementary Enrichment Education, LLC","2206 South Page Road, Suite 102",Duram,NC,27703,Wake,2,MD,Residential,2,0,FALSE,MHL-092-1000
Access Health System 2,Access Health System 1 Corp,2002 Peachtree Town Lane,Knightdale,NC,27545,Wake,6,MI,Residential,6,5,FALSE,MHL-092-1002
The SMITH Home-A Caring Hands Site,"Caring Hands & Supplementary Enrichment Education, LLC","2206 south Page Road, Suite 102",Durham,NC,27703,Wake,2,MD,Residential,2,0,FALSE,MHL-092-1003
Country Lane,VOCA Corporation of North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-101
VOCA-Creekway,VOCA Corporation of North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-102
Dickens Drive Home,"Autism Services, Inc.","1310 Corporation Parkway, Suite H",Raleigh,NC,27610,Wake,6,IID,Residential,6,6,TRUE,MHL-092-104
Helmsdale Group Home,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-107
Lockley Road,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,NONAMB2,Residential,6,0,TRUE,MHL-092-119
VOCA Olive Home,VOCA Corporation of North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-121
Mason Street,VOCA Corporation of North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-125
Avent Ferry Home,"Community Innovations, Inc.",80 Alliance Drive,Whiteville,NC,28472,Wake,6,IID,Residential,6,6,TRUE,MHL-092-126
Trotters Bluff,"Community Innovations, Inc.",80 Alliance Drive,Whiteville,NC,28472,Wake,6,IID,Residential,6,6,TRUE,MHL-092-131
Stonegate,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-137
Rockwood,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-138
Bushberry Residential,"Specialized Services & Personnel, Inc.",PO Box 1356,Aberdeen,NC,28315,Wake,3,IID,Residential,3,2,FALSE,MHL-092-227
Evans-Walston Home,Glenda Judd Evans-Walston,808 Hawks View Court,Fuquay-Varina,NC,27526,Wake,3,MI,Residential,3,3,FALSE,MHL-092-248
Huntleigh,Educare Community Living Corporation - North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-261
Rose Home,"TLC Operations, Inc.",739 Chappell Drive,Raleigh,NC,27606,Wake,4,IID,Residential,4,4,FALSE,MHL-092-267
Booker Home,Suzan  Rouse,1424 Huntdell Main Drive,Wendell,NC,27591,Wake,3,MI,Residential,3,0,FALSE,MHL-092-296
Wilkins Home,Rosa Marie Wilkins,PO Box 235,Zebulon,NC,27597,Wake,3,MI,Residential,3,3,FALSE,MHL-092-299
Bradley Home,"Bradley Home,Caring For Wake Community & the Carolinas",PO Box 2055,Garner,NC,27529,Wake,6,MI,Residential,6,6,FALSE,MHL-092-319
St. Mark's Manor,"St. Marks Manor, Inc.",PO Box 1057,Holly Springs,NC,27540,Wake,9,IID,Residential,9,4,FALSE,MHL-092-338
Dowtin's Therapeutic Home,Eloise M. Dowtin,P.O. Box 26153,Raleigh,NC,27611,Wake,2,MI,Residential,2,0,FALSE,MHL-092-369
Herbert Reid Home,Herbert Reid,PO Box 1057,Holly Springs,NC,27540,Wake,4,IID,Residential,4,3,FALSE,MHL-092-399
Thomas Supervised Care,Clifford Thomas,7016 Beaverwood Dr,Raleigh,NC,27616,Wake,5,IID,Residential,5,5,FALSE,MHL-092-411
Bradley Home Extension-Kimberly House,"Caring For Wake Community and the Carolinas, Inc.",PO Box 2055,Garner,NC,27529,Wake,6,MI,Residential,6,6,FALSE,MHL-092-412
Sandlewood Drive Home,"Autism Society of North Carolina, Inc.",5121 Kingdom Way Suite 100,Raleigh,NC,27607,Wake,3,IID,Residential,3,3,FALSE,MHL-092-415
Elmhurst Ridge Court Home,Mrs. Deborah Peebles,4800 Elmhurst Ridge Ct.,Raleigh,NC,27616,Wake,3,IID,Residential,3,3,FALSE,MHL-092-424
Starkey Lowery's Supervised Living Home,Ms. Kimberly Starkey,1232 Penselwood Dr,Raleigh,NC,27604,Wake,1,MI,Residential,2,1,FALSE,MHL-092-426
Starkey Lowery's Supervised Living Home,Ms. Kimberly Starkey,1232 Penselwood Dr,Raleigh,NC,27604,Wake,1,AMB,Residential,2,1,FALSE,MHL-092-426
Murchison Residential Corp,Dorothy Murchison,533 Texanna Way,Holly Springs,NC,27540,Wake,3,MI,Residential,3,3,FALSE,MHL-092-441
Healing Transitions,"Healing Transitions, Inc.",1251 Goode Street,Raleigh,NC,27603,Wake,22,SUD,Residential,22,22,FALSE,MHL-092-451
Mary's Manor,Mary McCullers-Jackson,5641 Quail Covey Lane,Wendell,NC,27591,Wake,6,MI,Residential,6,6,FALSE,MHL-092-460
Mary's Manor,Mary McCullers-Jackson,5641 Quail Covey Lane,Wendell,NC,27591,Wake,0,MI,Residential,6,6,FALSE,MHL-092-460
SLHC Residential Program for Women and Children,Southlight Healthcare,3125 Poplarwood Ct,Raleigh,NC,27604,Wake,16,SUD,Residential,16,15,FALSE,MHL-092-461
Glen Forest Home,"Autism Services, Inc.",1310-H Corporation Parkway,Raleigh,NC,27610,Wake,6,IID,Residential,6,6,FALSE,MHL-092-467
Walnut Street Group Home,"Autism Services, Inc.",1310 Corporation Pkwy.,Raleigh,NC,27610,Wake,6,IID,Residential,6,6,FALSE,MHL-092-468
Easter Seals UCP NC  Raleigh Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Wake,6,IID,Residential,6,6,FALSE,MHL-092-471
Res. Support Svcs. of Wake Co.-Millbrook Rd GH,"Residential Support Services of Wake County, Inc.",PO Box 98476,Raleigh,NC,27624,Wake,5,IID,Residential,5,5,FALSE,MHL-092-472
Res. Support Svcs. of Wake Co.-Hailey Dr G H,"Residential Support Services of Wake County, Inc.",PO Box 98476,Raleigh,NC,27624,Wake,5,IID,Residential,5,5,FALSE,MHL-092-473
Res. Support Svcs. of Wake Co.-Atlantic Ave GH,"Residential Support Services of Wake County, Inc.",PO Box 98476,Raleigh,NC,27624,Wake,5,IID,Residential,5,5,FALSE,MHL-092-474
Whittecar Group Home,Lutheran Family Services in the Carolinas,3257 Lake Woodard Drive,Raleigh,NC,27604,Wake,6,IID,Residential,6,5,FALSE,MHL-092-475
Easter Seals UCP-Zebulon Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Wake,6,IID,Residential,6,6,FALSE,MHL-092-476
Mary's Manor II,Mary Lilly McCullers,5641 Quail Covey Lane,Wendell,NC,27591,Wake,6,MI,Residential,6,6,FALSE,MHL-092-516
The Agape House,"Agape Family Care Homes, LLC",PO Box 14963,Raleigh,NC,27620,Wake,5,MI,Residential,5,5,FALSE,MHL-092-520
"Blessed Home, LLC","Blessed Home, LLC",3113 Edgetone Drive,Raleigh,NC,27604,Wake,6,IID,Residential,6,5,FALSE,MHL-092-535
Gloryland Home Care Services,Ayodele Joy Oyelowo,2617 Gross Avenue,Wake Forest,NC,27587,Wake,3,MI,Residential,3,2,FALSE,MHL-092-540
Canaan Care Home,"Canaan Care Home, LLC",429/431 Waldo Street,Cary,NC,27511,Wake,6,IID,Residential,6,4,FALSE,MHL-092-546
Eagle Home III,Eagle Healthcare Services Inc.,1500 Garner Road,Raleigh,NC,27610,Wake,6,IID,Residential,6,6,FALSE,MHL-092-559
New Beginnings Health Care,"The Bruson Group, Inc.",4225 Coldwater Springs Drive,Raleigh,NC,27616,Wake,9,MI,Residential,9,0,FALSE,MHL-092-563
Meeks #2,"Meeks Group Homes, LLC",PO Box 1383,Wendell,NC,27591,Wake,5,IID,Residential,5,5,FALSE,MHL-092-573
United Family Network @ Willow Springs,"United Family Network, Inc.",9609 Kennebec Road,Willow Springs,NC,27592,Wake,4,MI,Residential,4,4,FALSE,MHL-092-576
The Emmanuel Home III,Eloise M. Dowtin,PO Box 26153,Raleigh,NC,27611,Wake,6,IID,Residential,6,6,FALSE,MHL-092-579
Varsity Crest #1,"Resources for Human Development, Inc.","10224 Durant Road, Ste 205",Raleigh,NC,27614,Wake,2,MI,Residential,2,2,FALSE,MHL-092-580
Varsity Crest #2,"Resources for Human Development, Inc.","10224 Durant Road, Ste 205",Raleigh,NC,27614,Wake,2,MI,Residential,2,2,FALSE,MHL-092-581
Varsity Crest #3,"Resources for Human Development, Inc.","10224 Durant Road, Ste 205",Raleigh,NC,27614,Wake,2,MI,Residential,2,2,FALSE,MHL-092-582
"Blessed Home, LLC","Blessed Home, LLC",3113 Edgetone Drive,Raleigh,NC,27604,Wake,6,MI,Residential,6,6,FALSE,MHL-092-607
Bradley Home Extension-PKEDS House,Bradley Home Caring for Wake Community & the Carolinas,PO Box 2055,Garner,NC,27529,Wake,6,MI,Residential,6,6,FALSE,MHL-092-610
Learning Services-River Ridge,Learning Services Corporation,5301 Robbins Dr,Raleigh,NC,27610,Wake,12,IID,Residential,12,10,FALSE,MHL-092-619
"Agape Family Care Homes, LLC","Agape Family Care Homes, LLC",PO Box 14963,Raleigh,NC,27620,Wake,6,IID,Residential,6,5,FALSE,MHL-092-622
Beyond Measures,"JAG's Residential Services, LLC",1006 Laurel Leaf Road,Zebulon,NC,27597,Wake,3,MI,Residential,3,2,FALSE,MHL-092-639
Healing Transitions Women's Facility,"Healing Transitions, Inc.",1251 Goode Street,Raleigh,NC,27603,Wake,10,SUD,Residential,10,10,FALSE,MHL-092-643
The Emmanuel Home IV,Eloise M. Dowtin,PO Box 26153,Raleigh,NC,27611,Wake,6,MI,Residential,6,6,FALSE,MHL-092-654
Ann's Haven of Rest,"Crandell's Enterprises, Inc.","5312 Six Forks Rd., Ste. 301",Raleigh,NC,27609,Wake,6,MI,Residential,6,3,FALSE,MHL-092-669
Ralph Drive Home,"TLC Operations, Inc.",739 Chappell Drive,Raleigh,NC,27606,Wake,4,IID,Residential,4,4,FALSE,MHL-092-676
The Bruson Group Inc. dbaNew Beginnings Health Care Ph,"The Bruson Group, Inc.",4225 Coldwater Springs Drive,Raleigh,NC,27616,Wake,6,MI,Residential,6,0,FALSE,MHL-092-678
New Beginnings Health Care Phase III,"The Bruson Group, Inc.",4225 Coldwater Springs Drive,Raleigh,NC,27616,Wake,4,MI,Residential,4,0,FALSE,MHL-092-685
"Victory Healthcare Services, Inc.","Victory Healthcare Services, Inc.",P.O. Box 20738,Raleigh,NC,27619,Wake,6,MI,Residential,6,6,FALSE,MHL-092-686
Montreal Court Home,"TLC Operations, Inc.",739 Chappell Drive,Raleigh,NC,27606,Wake,4,IID,Residential,4,4,FALSE,MHL-092-698
"Etta's Residential Services & Supports, LLC","Etta's Residential Services and Supports, LLC",4833 Tolley Court,Raleigh,NC,27616,Wake,5,IID,Residential,5,3,FALSE,MHL-092-705
United Family Network at Fuquay-Varina,"United Family Network, Inc.",9609 Kennebec Road,Willow Spring,NC,27592,Wake,4,MI,Residential,4,1,FALSE,MHL-092-708
Dominion Home,"Advanced Health Resources, Inc.",10940 Raven Ridge Rd Suite 210,Raleigh,NC,27614,Wake,3,IID,Residential,3,3,FALSE,MHL-092-715
"Novella's Place, Inc.","Novella's Place, Inc.",PO Box 98493,Raleigh,NC,27624,Wake,6,IID,Residential,6,0,FALSE,MHL-092-726
Alpha Home Care Service,Alpha Home Care Services Inc.,PO Box 41153,Raleigh,NC,27629,Wake,6,IID,Residential,6,4,FALSE,MHL-092-727
Clora's Angels Home,Clora Webb,7205 Jonathan Drive,Wendell,NC,27591,Wake,3,MI,Residential,3,2,FALSE,MHL-092-735
Alpha Home Care Services Inc. II,Alpha Home Care Services Inc.,5842 Faringdon Place Suite 2,Raleigh,NC,27609,Wake,6,IID,Residential,6,6,FALSE,MHL-092-749
Access Health System 1,Access Health System 1 Corp,5132 Dice Drive,Raleigh,NC,27616,Wake,6,MI,Residential,6,6,FALSE,MHL-092-751
Absolute Home and Community Services,Absolute Home and Community Services,"1140 Benson Rd, Suite 201",Garner,NC,27529,Wake,6,MI,Residential,6,6,FALSE,MHL-092-755
Heaven Sent Group Home,Termaine Moore,PO Box 464,Wendell,NC,27591,Wake,6,MI,Residential,6,6,FALSE,MHL-092-756
Destiny Family Care Home,Anthonia Ezuma,3509 Allendale Dr,Raleigh,NC,27604,Wake,6,MI,Residential,6,6,FALSE,MHL-092-759
Creech Road Supervised Care,Ezekiel Wilson,856 Timber Drive,GArner,NC,27529,Wake,2,MI,Residential,2,2,FALSE,MHL-092-761
"Alpha Home Care Services, Inc. III",Alpha Home Care Services Inc.,PO Box 41153,Raleigh,NC,27629,Wake,6,MI,Residential,6,6,FALSE,MHL-092-791
Life Skills Independent Care #1,"Life Changez, Inc.","1100 Logger Ct, Ste A102",Raleigh,NC,27609,Wake,4,MI,Residential,4,2,FALSE,MHL-092-795
Foot Steps To Success,Arleana Harrison,504 Thistlegate Trail,Raleigh,NC,27610,Wake,3,MI,Residential,3,2,FALSE,MHL-092-796
"Johnson's House of Hope Family Care Home, LLC","Johnson's House of Hope Family Care Home, LLC",2509 Rolling Pines Avenue,Durham,NC,27703,Wake,3,MI,Residential,3,3,FALSE,MHL-092-804
"Living With Autism, Inc.","Living With Autism, Inc.",102 Solitude Way,Cary,NC,27518,Wake,3,IID,Residential,3,3,FALSE,MHL-092-805
A+ Residential Care,Daniel Saft,5344 Meryton Parkway,Raleigh,NC,27616,Wake,6,MI,Residential,6,6,FALSE,MHL-092-811
Bass Lake,VOCA Corporation of North Carolina,"1001 Navaho Dr., Ste. 101",Raleigh,NC,27609,Wake,6,IID,Residential,6,6,TRUE,MHL-092-817
"Alpha Home Care Services, Inc. IV",Alpha Home Care Services Inc.,5842 Faringdon Place Suite 2,Raleigh,NC,27609,Wake,6,IID,Residential,6,6,FALSE,MHL-092-819
Favour Home 2,"Favour Homes, Inc.",313 Dickens Drive,Raleigh,NC,27610,Wake,6,MI,Residential,6,6,FALSE,MHL-092-820
"Hannah Family Care Homes, Inc.","Hannah Family Care Homes, Inc.",7109 Hickory Nut Dr.,Raleigh,NC,27613,Wake,6,MI,Residential,6,6,FALSE,MHL-092-829
Alpha Home Care Services Inc. VI,Alpha Home Care Services Inc.,5842 Faringdon Place Suite 2,Raleigh,NC,27587,Wake,6,IID,Residential,6,6,FALSE,MHL-092-832
Care One Homes,Chuck B. Anumudu/Christiana O. Anumudu,4921 Knights Bridge Way,Raleigh,NC,27604,Wake,6,MI,Residential,6,4,FALSE,MHL-092-833
Absolute Home and Community Services 2,"Absolute Home and Community Services, Inc.",1140 Benson Rd. Ste. 201,Garner,NC,27529,Wake,6,MI,Residential,6,6,FALSE,MHL-092-836
Ann's Haven of Rest II,"Crandell's Enterprises, Inc.","5312 Six Forks Rd., Ste. 301",Raleigh,NC,27609,Wake,5,MI,Residential,5,1,FALSE,MHL-092-857
Destiny Family Care Home 2,Anthonia Ezuma,527 Heswall Court,Rolesville,NC,27571,Wake,6,MD,Residential,6,6,FALSE,MHL-092-859
Heavenly Place 2,"Heavenly Place, LLC",5842 Faringdon Place,Raleigh,NC,27609,Wake,6,MI,Residential,6,6,FALSE,MHL-092-862
Terry's Safe Haven,"United Support Services, Inc.",PO Box 337,Matthews,NC,28106,Wake,3,MI,Residential,3,3,FALSE,MHL-092-864
"Heavenly Place, LLC","Heavenly Place, LLC",5842 Faringdon Place Suite 2,Raleigh,NC,27609,Wake,6,IID,Residential,6,6,FALSE,MHL-092-866
UNC Health Care Alcohol&Drug Detoxification @ WakeBrook,University of North Carolina Hospitals at Chapel Hill,107 Sunnybrook Road,Raleigh,NC,27610,Wake,16,SUD,Residential,16,16,FALSE,MHL-092-867
Cherrywood Court,"Life Changez, Inc.","1100 Logger Ct, Ste A102",Raleigh,NC,27609,Wake,4,MI,Residential,4,2,FALSE,MHL-092-868
UNC Health Care Facility Based Crisis at WakeBrook,University of North Carolina Hospitals at Chapel Hill,"107 Sunnybrook Road, Suite A",Raleigh,NC,27610,Wake,16,MI,Residential,16,16,FALSE,MHL-092-870
Absolute Home-Phillip Street,"Absolute Home and Community Services, Inc.",1140-201 Benson Rd,Garner,NC,27529,Wake,6,MI,Residential,6,6,FALSE,MHL-092-877
Absolute Home #5,"Absolute Home & Community Services, Inc.",1140-201 Benson Rd.,Garner,NC,27529,Wake,6,MI,Residential,6,6,FALSE,MHL-092-878
Arbor House,"Universal Mental Health Services, Inc.",839 Wilkesboro Blvd.,Lenoir,NC,28645,Wake,3,IID,Residential,3,3,FALSE,MHL-092-890
Absolute Home - Apex,"Absolute Home & Community Services, Inc.",1140-201 Benson Rd,Garner,NC,27529,Wake,6,MI,Residential,6,5,FALSE,MHL-092-894
Harrison Homes,"Harrison Group Homes, LLC",301 Crescendo Drive,Morrisville,NC,27560,Wake,6,MI,Residential,6,6,FALSE,MHL-092-899
Neuro Restorative - Windemere,"Mentor ABI, LLC",1510 Seneca Dr,Blacksburg,VA,27604,Wake,6,IID,Residential,6,4,FALSE,MHL-092-901
