Provider Email,Facility Name,Facility ID,Program Type,State Region,HHSC SubOffice,County,Service  Type,Facility  Licensed,Facility Certified,License No,License Effective Date,License Expiration Date,Physical Address,Physical Address CITY,Physical Address State,Physical Address Zipcode,Geo Location,Facility Phone Number,Facility Fax,Medicare Provider Number,Medicaid Provider Number,Total Licensed Capacity,Licensed Only Beds,Medicaid Only Beds,Medicare Only Beds,Medicaid / Medicare Beds,Alzheimer Capacity,ICFIID Beds,Owner_,Type of Entity,Owner Mailing1,Owner Mailing City,Owner Mailing STATE,Owner Mailing Zipcode,Owner PHONE,Owner FAX,Administrator,Management Company_
ddoby@somaresources.biz,ROYAL COURT,7251,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,150116,6/1/2023,6/1/2026,4601 ROYAL CT,ABILENE,TX,79605,"32.394526,-99.772241",(325) 695-7860,(325) 695-2707,,,6,0,0,0,0,0,6,SOMA RESOURCES INC,FOR-PROFIT CORPORATION,SAME,ABILENE,TX,79605,(325) 695-7860,(325) 695-2707,ELIZABETH DIANE DOBY,
larryh@hillresource.com,STEPPING STONES RESIDENTIAL RESOURCES,7254,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,148237,12/1/2022,12/1/2025,965 WASHINGTON BLVD,ABILENE,TX,79601,"32.459249,-99.709491",(325) 673-3346,(325) 794-0023,,,6,0,0,0,0,0,6,HILL RESOURCES II INC,FOR-PROFIT CORPORATION,1071 N JUDGE ELY BLVD # 6424,ABILENE,TX,79601,(325) 673-3346,(325) 794-0023,LARRY L HILL,
,WOODLAND HILLS,7319,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,308308,1/27/2021,1/27/2024,3201 BELL PEPPER WAY,ABILENE,TX,79601,"32.4976,-99.7047",(325) 677-6815,(325) 673-7829,,,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,ROGER CARAWAY,DISABILITY RESOURCES INC
ddoby@somaresources.biz,WOODRIDGE,7578,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,149684,6/1/2023,6/1/2026,3410 WOODRIDGE ST,ABILENE,TX,79605,"32.434334,-99.766623",(325) 695-7860,(325) 695-2707,,,6,0,0,0,0,0,6,SOMA RESOURCES INC,FOR-PROFIT CORPORATION,SAME,ABILENE,TX,79605,(325) 695-7860,(325) 695-2707,ELIZABETH DIANE DOBY,
ivprasad93@yahoo.com,PLEASANT LIVING INC,7517,ICF/IID,4,ICF/IID TEAM,TITUS,PRIVATELY OWNED,YES,YES,149251,5/1/2023,5/1/2026,2003 HAPPY ST,MOUNT PLEASANT,TX,75455,"33.157222,-94.941365",(903) 572-6402,(903) 572-6403,,,6,0,0,0,0,0,6,PLEASANT LIVING INC,FOR-PROFIT CORPORATION,2926 COLONEL COURT DR,RICHMOND,TX,77406,(903) 572-6402,(903) 572-6403,IMMANUEL V PRASAD,
,SAN ANGELO STATE SUPPORTED LIVING CENTER,7108,ICF/IID,2,ICF/IID,TOM GREEN,STATE SCHOOL/STATE CENTER,NO,YES,,,,HIGHWAY 87,CARLSBAD,TX,76934,"31.6223,-100.6782",(325) 465-4391,(325) 465-2135,,,375,0,0,0,0,0,375,DADS,STATE,PO BOX 12668,AUSTIN,TX,78711,(512) 454-3761,,,
licensing@cg-idd.com,2742 PALO DURO DR,3945,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,307728,2/10/2023,2/10/2026,2742 PALO DURO DR,SAN ANGELO,TX,76904,"31.412246,-100.483037",(877) 659-3108,(325) 657-9237,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,STEPHANIE WILLIAMS,
licensing@cg-idd.com,3217 CLEARVIEW DR,3606,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,307719,2/10/2023,2/10/2026,3217 CLEARVIEW DR,SAN ANGELO,TX,76904,"31.409912,-100.493264",(877) 659-3108,(325) 657-9237,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,MAXINE PARRISH,
licensing@cg-idd.com,3221 SOUTHLAND BLVD,3923,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,307718,2/10/2023,2/10/2026,3221 SOUTHLAND BLVD,SAN ANGELO,TX,76904,"31.415683,-100.491746",(877) 659-3108,(325) 657-9237,,45G240,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,STEPHANIE WILLIAMS,
licensing@cg-idd.com,4801 BERMUDA DR,3889,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,307715,2/10/2023,2/10/2026,4801 BERMUDA DR.,SAN ANGELO,TX,76904,"31.417038,-100.501062",(877) 659-3108,(325) 657-9237,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,STEPHANIE WILLIAMS,
jslone9628@aol.com,BLUEBONNET HOMES 1,7596,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,148934,4/6/2022,4/6/2025,1822 CORDELL,SAN ANGELO,TX,76901,"31.479844,-100.476281",(325) 944-4374,(325) 659-3769,,,6,0,0,0,0,0,6,BLUEBONNET HOMES INC,FOR-PROFIT CORPORATION,128 S MAGDALEN,SAN ANGELO,TX,76903,(325) 658-6664,(325) 659-3769,JERI SLONE,
jslone9628@aol.com,BLUEBONNET HOMES 2,7357,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,148586,1/22/2023,1/22/2026,236 WESTWOOD,SAN ANGELO,TX,76901,"31.444159,-100.487974",(325) 947-1300,(325) 659-3769,,,6,0,0,0,0,0,6,BLUEBONNET HOMES INC,FOR-PROFIT CORPORATION,128 S MAGDALEN,SAN ANGELO,TX,76903,(325) 658-6664,(325) 659-3769,JERI SLONE,
jslone9628@aol.com,BLUEBONNET HOMES 3,7358,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,149363,1/23/2023,1/23/2026,1135 E 25TH,SAN ANGELO,TX,76903,"31.488634,-100.43063",(325) 658-6664,(325) 659-3769,,,6,0,0,0,0,0,6,BLUEBONNET HOMES INC,FOR-PROFIT CORPORATION,128 S MAGDALEN,SAN ANGELO,TX,76903,(325) 658-6664,(325) 659-3769,JERI SLONE,
april.mock@thementornetwork.com,CAPITAL HEIGHTS HOME,7401,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,148748,12/1/2021,12/1/2024,1706 IDAHO,SAN ANGELO,TX,76904,"31.417911,-100.460386",(325) 944-4096,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
april.mock@sevitahealth.com,CASA DE CONCHO,7235,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,148461,12/1/2022,12/1/2025,2706 WATSON,SAN ANGELO,TX,76903,"31.485636,-100.394369",(325) 658-1957,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
april.mock@sevitahealth.com,CASA DE MIMOSA,3632,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,148740,1/7/2023,1/7/2026,1041 E 44TH ST,SAN ANGELO,TX,76903,"31.504412,-100.438736",(325) 653-5962,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
april.mock@thementornetwork.com,CASA DE TRES RIOS,3609,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,148313,12/1/2021,12/1/2024,1342 TRES RIOS,SAN ANGELO,TX,76903,"31.451297,-100.419429",(325) 651-6723,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
april.mock@thementornetwork.com,D&S TERRACE PLACE,7582,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,148374,12/1/2021,12/1/2024,42 TERRACE DR,SAN ANGELO,TX,76905,"31.430459,-100.421981",(325) 651-9383,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  GULF COAST,107267,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,307091,11/3/2023,11/3/2026,5322 SADDLE RIDGE TRAIL,SAN ANGELO,TX,76904,"31.415001,-100.499646",(325) 942-8050,(325) 949-0526,,1029950,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  GULF COAST,FOR-PROFIT CORPORATION,9901 LINN STATION ROAD,LOUISVILLE,KY,40223,(502) 394-2100,(502) 394-2249,LISA GARCIA,
jslone9628@aol.com,SAN ANGELO INDEPENDENT LIVING TRAINING RESIDENCE,7656,ICF/IID,2,ICF/IID,TOM GREEN,PRIVATELY OWNED,YES,YES,148703,1/22/2022,1/22/2025,20 S KOENIGHEIM,SAN ANGELO,TX,76903,"31.461487,-100.442075",(325) 655-3884,(325) 659-2070,,,13,0,0,0,0,0,13,THE INSTITUTE OF COGNITIVE DEVELOP  INC,Nonprofit Organization,P.O. BOX 5018,SAN ANGELO,TX,76902,(325) 658-8631,(325) 659-2070,WENDY DERINGTON,
jengelke@premieant.com,AUSTIN HOUSE,7249,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,149126,1/27/2023,1/27/2026,101 CLOUDVIEW DR,AUSTIN,TX,78745,"30.188922,-97.780623",(512) 916-1632,(512) 916-1639,,,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,JEFFREY ENGELKE,
,AUSTIN STATE SUPPORTED LIVING CENTER,7101,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,STATE SCHOOL/STATE CENTER,NO,YES,,,,2203 W 35TH ST,AUSTIN,TX,78767,"30.309286,-97.759704",(512) 454-4731,(512) 374-6145,,,474,0,0,0,0,0,474,DADS,STATE,PO BOX 12668,AUSTIN,TX,78711,(512) 454-3761,,,
licenses@brightspringhealth.com,AUTUMN RIDGE,7389,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,145691,10/1/2023,10/1/2026,11605 AUTUMN RIDGE,AUSTIN,TX,78759,"30.422994,-97.760483",(512) 331-0445,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
licenses@brightspringhealth.com,BALCONES WOODS,7367,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,145692,10/1/2023,10/1/2026,4504 BALCONES WOODS,AUSTIN,TX,78759,"30.406364,-97.739775",(512) 345-7256,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
licenses@brightspringhealth.com,BLARWOOD,7599,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148329,11/1/2021,11/1/2024,6100 BLARWOOD DRIVE,AUSTIN,TX,78745,"30.216376,-97.811869",(512) 916-9451,(512) 323-6031,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,WARREN WAGNER,
kgrayii@kenmartx.com,BLUFF CANYON COMMUNITY RESIDENCE,3621,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,149215,3/15/2023,3/15/2026,11101 BLUFF CANYON,AUSTIN,TX,78754,"30.369317,-97.66571",(512) 339-8016,,,,6,0,0,0,0,0,6,"KENMAR RESIDENTIAL SERVICES, INC",FOR-PROFIT CORPORATION,"33 CYPRESS BLVD., STE. 100",ROUND ROCK,TEXAS,78665,(512) 336-0800,(512) 336-0812,"WILLIAM K GRAY, II",
kgrayii@kenmartx.com,CABANA COMMUNITY RESIDENCE,3631,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148827,3/15/2023,3/15/2026,12004 CABANA LN,AUSTIN,TX,78727,"30.41422,-97.725772",(512) 339-4074,(512) 339-6001,,,6,0,0,0,0,0,6,"KENMAR RESIDENTIAL SERVICES, INC",FOR-PROFIT CORPORATION,"33 CYPRESS BLVD., STE. 100",ROUND ROCK,TEXAS,78665,(512) 336-0800,(512) 336-0812,"WILLIAM K GRAY, II",
april.mock@thementornetwork.com,CHINATREE COMMUNITY RESIDENCE,7483,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148170,12/1/2021,12/1/2024,8106 U S 290 WEST,AUSTIN,TX,78735,"30.229946,-97.893463",(512) 327-2325,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
licenses@brightspringhealth.com,CRAIG DRIVE,7631,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,145763,10/1/2023,10/1/2026,4901 CRAIG DR,AUSTIN,TX,78727,"30.419007,-97.732945",(512) 231-0789,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
jengelke@premieant.com,CROCKETT HOUSE,3695,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148741,1/27/2022,1/27/2025,7906 BRODIE LN,AUSTIN,TX,78745,"30.203802,-97.837399",(512) 916-1632,(512) 916-1639,,,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,JEFFREY ENGELKE,
licenses@brightspringhealth.com,DEER TRACK,7379,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,145765,10/1/2023,10/1/2026,12306 DEER TRACK,AUSTIN,TX,78759,"30.427211,-97.736749",(512) 257-9616,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
licenses@rescare.com,DELAWARE COURT,7264,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,145693,10/1/2022,10/1/2025,8604 DELAWARE CT,AUSTIN,TX,78758,"30.357573,-97.705494",(512) 454-3795,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
april.mock@thementornetwork.com,GRACY FARMS,7323,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148460,12/1/2021,12/1/2024,1512 GRACY FARMS LN,AUSTIN,TX,78758,"30.396427,-97.695145",(512) 832-8964,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
licenses@brightspringhealth.com,GRASSHOPPER,7429,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148389,11/1/2021,11/1/2024,3319 GRASSHOPPER,AUSTIN,TX,78748,"30.187768,-97.843173",(512) 280-6833,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,ANNETTE JOHNSON,
jengelke@premieant.com,HOUSTON HOUSE,7475,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148599,1/27/2022,1/27/2025,7509 WESTGATE BLVD,AUSTIN,TX,78745,"30.200446,-97.819237",(512) 916-1632,(512) 916-1639,,,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,JEFFREY ENGELKE,
april.mock@sevitahealth.com,KEOTA,7805,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148462,12/1/2022,12/1/2025,4508 KEOTA DR,AUSTIN,TX,78749,"30.206802,-97.852306",(512) 280-9135,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
tpconroy@ahrcc.onmicrosoft.com,LINCOLN HOUSE,7452,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,149291,6/1/2023,6/1/2026,1007 COLLINGSWORTH DR,AUSTIN,TX,78753,"30.356079,-97.683903",(512) 835-8955,(512) 835-8812,,,6,0,0,0,0,0,6,AUSTIN HEALTH RESOURCES INC,FOR-PROFIT CORPORATION,9609 NEW FOUNDLAND CIRCLE,AUSTIN,TX,78758,(512) 835-8955,(512) 895-8812,"THOMAS JR P CONROY, JR",
southpointe@maryleefoundation.org,MARY LEE FOUNDATION SOUTHPOINTE I,3793,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148707,11/3/2021,11/3/2024,1338 LAMAR SQUARE DR,AUSTIN,TX,78704,"30.253773,-97.764338",(512) 442-6077,(512) 442-6825,,,13,0,0,0,0,0,13,MARY LEE FOUNDATION,Nonprofit Organization,P.O.BOX 3174,AUSTIN,TX,78764,(512) 443-5777,(512) 443-5807,TISHA GILMORE,
southpointe@maryleefoundation.org,MARY LEE FOUNDATION SOUTHPOINTE I I,3832,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148099,1/15/2023,1/15/2026,1336 LAMAR SQUARE DR,AUSTIN,TX,78704,"30.25388,-97.764564",(512) 442-6077,(512) 442-6825,,,13,0,0,0,0,0,13,MARY LEE FOUNDATION,Nonprofit Organization,P.O.BOX 3174,AUSTIN,TX,78764,(512) 443-5777,(512) 443-5807,TISHA GILMORE,
april.mock@thementornetwork.com,OAKTREE COMMUNITY RESIDENCE,7627,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148731,12/31/2021,12/31/2024,3509 CONVICT HILL RD,AUSTIN,TX,78745,"30.211761,-97.83307",(512) 892-1084,(512) 327-7181,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
jengelke@premieant.com,PARKFIELD,3663,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148875,1/1/2023,1/1/2026,9202 PARKFIELD DR,AUSTIN,TX,78758,"30.366319,-97.707297",(512) 916-1632,(512) 916-1639,,,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,JEFFREY ENGELKE,
licenses@brightspringhealth.com,PILGRIMS PLACE,7545,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,145766,10/1/2022,10/1/2025,8204 PILGRIMS PL,AUSTIN,TX,78759,"30.429257,-97.778876",(512) 454-3795,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
jengelke@premieant.com,ROSS HOUSE,7611,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,149748,1/27/2023,1/27/2026,3215 WESTERN DR,AUSTIN,TX,78745,"30.211596,-97.824823",(512) 916-1632,(512) 916-1639,,,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,JEFFREY ENGELKE,
licenses@brightspringhealth.com,SALEM MEADOW,102153,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148388,11/1/2021,11/1/2024,1402 SALEM MEADOW CIRCLE,AUSTIN,TX,78745,"30.215063,-97.790521",(512) 326-4828,,,45H292,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,WARREN WAGNER,
tgilmore@maryleefoundation.org,THE COTTAGE,7418,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,147539,10/27/2021,10/27/2024,1334 LAMAR SQUARE DR,AUSTIN,TX,78704,"30.253986,-97.764825",(512) 442-6077,(512) 442-6825,,,6,0,0,0,0,0,6,MARY LEE FOUNDATION,Nonprofit Organization,P.O.BOX 3174,AUSTIN,TX,78764,(512) 443-5777,(512) 443-5807,TISHA GILMORE,
jengelke@premieant.com,TRAVIS HOUSE,3639,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,149161,1/27/2023,1/27/2025,9112 JAPONICA CT,AUSTIN,TX,78748,"30.181109,-97.820588",(512) 916-1632,(512) 916-1639,,,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,JEFFREY ENGELKE,
jengelke@premieant.com,WAGON CROSSING,3647,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,147583,4/3/2021,4/3/2024,1203 ECHO LN,AUSTIN,TX,78745,"30.199042,-97.797275",(512) 916-1632,(512) 916-1639,,,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,JEFFREY ENGELKE,
licenses@brightspringhealth.com,WESTGATE,102416,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,143620,11/1/2022,11/1/2025,7906 APPOMATTOX DR,AUSTIN,TX,78745,"30.196001,-97.816734",(512) 448-1194,,,45H296,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
licenses@brightspringhealth.com,WHISTLESTOP,7274,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,148411,11/1/2022,11/1/2025,7507 WHISTLESTOP,AUSTIN,TX,78749,"30.222705,-97.867107",(512) 288-5060,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
licenses@brightspringhealth.com,PFLUGERVILLE COMMUNITY HOME,3974,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,146367,1/1/2022,1/1/2025,514 OAT MEADOW DRIVE,PFLUGERVILLE,TX,78660,"30.430076,-97.611407",(512) 251-0427,(713) 622-9141,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,JUANITA BISHOP,
licenses@brightspringhealth.com,WILDRIDGE,7633,ICF/IID,5,ICF-IID (AUSTIN REGION),TRAVIS,PRIVATELY OWNED,YES,YES,149546,3/1/2023,3/1/2026,904 VICTORIA RIDGE,PFLUGERVILLE,TX,78660,"30.428296,-97.616966",(512) 251-4956,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,SANDRA KENNEDY,
